Event,Site,Date,Round,White,Black,Result,UTCDate,UTCTime,WhiteElo,BlackElo,WhiteRatingDiff,BlackRatingDiff,ECO,Opening,TimeControl,Termination,Moves
Rated Rapid game,https://lichess.org/87R9j1eW,2024.08.01,-,Shimzi,AinoSamuelMG,1-0,2024.08.01,19:27:24,1312,1306,,,C41,Philidor Defense,600+0,Normal,"1. e4 { [%clk 0:10:00] } 1... e5 { [%clk 0:10:00] } 2. Nf3 { [%clk 0:09:59] }
2... d6 { [%clk 0:09:59] } 3. d4 { [%clk 0:09:44] } 3... f6 { [%clk 0:09:45] }
4. Nc3 { [%clk 0:09:41] } 4... Bg4 { [%clk 0:09:42] } 5. h3 { [%clk 0:09:37] }
5... Bxf3 { [%clk 0:09:40] } 6. Qxf3 { [%clk 0:09:35] } 6... Nc6
{ [%clk 0:09:37] } 7. d5 { [%clk 0:09:29] } 7... Nd4 { [%clk 0:09:36] } 8. Qd1
{ [%clk 0:09:22] } 8... c6 { [%clk 0:09:29] } 9. Be3 { [%clk 0:09:19] } 9...
cxd5 { [%clk 0:09:17] } 10. exd5 { [%clk 0:09:04] } 10... Nf5
{ [%clk 0:09:05] } 11. Bb5+ { [%clk 0:09:02] } 11... Ke7 { [%clk 0:09:01] } 12.
Qh5 { [%clk 0:08:49] } 12... g6 { [%clk 0:08:55] } 13. Qe2 { [%clk 0:08:36] }
13... a6 { [%clk 0:08:46] } 14. Bd3 { [%clk 0:08:24] } 14... Nxe3
{ [%clk 0:08:44] } 15. Qxe3 { [%clk 0:08:22] } 15... b5 { [%clk 0:08:38] } 16.
O-O { [%clk 0:08:13] } 16... g5 { [%clk 0:08:25] } 17. Qe4 { [%clk 0:07:58] }
17... Nh6 { [%clk 0:08:19] } 18. Be2 { [%clk 0:07:51] } 18... f5
{ [%clk 0:08:01] } 19. Qf3 { [%clk 0:07:07] } 19... e4 { [%clk 0:07:52] } 20.
Qh5 { [%clk 0:06:43] } 20... Qe8 { [%clk 0:07:44] } 21. Qxg5+
{ [%clk 0:06:31] } 21... Kd7 { [%clk 0:07:38] } 22. Rae1 { [%clk 0:05:55] }
22... Qe5 { [%clk 0:07:33] } 23. Bh5 { [%clk 0:05:27] } 23... Re8
{ [%clk 0:06:58] } 24. Bxe8+ { [%clk 0:05:11] } 24... Qxe8 { [%clk 0:06:52] }
25. Nd1 { [%clk 0:04:47] } 25... Rg8 { [%clk 0:06:41] } 26. Qe3
{ [%clk 0:04:42] } 26... Qg6 { [%clk 0:06:38] } 27. g3 { [%clk 0:04:30] } 27...
Nf7 { [%clk 0:06:27] } 28. Qf4 { [%clk 0:04:07] } 28... Ne5 { [%clk 0:06:23] }
29. Re3 { [%clk 0:03:59] } 29... h5 { [%clk 0:05:44] } 30. Ra3
{ [%clk 0:03:44] } 30... Nf3+ { [%clk 0:05:37] } 31. Kg2 { [%clk 0:03:37] }
31... h4 { [%clk 0:05:31] } 32. Rxf3 { [%clk 0:03:28] } 32... exf3+
{ [%clk 0:05:28] } 33. Qxf3 { [%clk 0:03:24] } 33... hxg3 { [%clk 0:05:26] }
34. fxg3 { [%clk 0:03:23] } 34... Be7 { [%clk 0:05:19] } 35. Qxf5+
{ [%clk 0:02:40] } 35... Qxf5 { [%clk 0:04:41] } 36. Rxf5 { [%clk 0:02:40] }
36... Bh4 { [%clk 0:04:24] } 37. g4 { [%clk 0:02:33] } 37... Be1
{ [%clk 0:04:17] } 38. Ne3 { [%clk 0:02:26] } 38... Bd2 { [%clk 0:04:04] } 39.
Kf3 { [%clk 0:02:23] } 39... Bxe3 { [%clk 0:04:02] } 40. Kxe3
{ [%clk 0:02:21] } 40... Rh8 { [%clk 0:04:01] } 41. Rh5 { [%clk 0:02:14] }
41... Rc8 { [%clk 0:03:57] } 42. c3 { [%clk 0:02:11] } 42... a5
{ [%clk 0:03:55] } 43. Kf4 { [%clk 0:02:05] } 43... Rc5 { [%clk 0:03:52] } 44.
a3 { [%clk 0:01:47] } 44... Rc4+ { [%clk 0:03:45] } 45. Kf3 { [%clk 0:01:39] }
45... b4 { [%clk 0:03:43] } 46. Rh7+ { [%clk 0:01:30] } 46... Kc8
{ [%clk 0:03:40] } 47. cxb4 { [%clk 0:01:28] } 47... axb4 { [%clk 0:03:38] }
48. axb4 { [%clk 0:01:20] } 48... Rxb4 { [%clk 0:03:37] } 49. g5
{ [%clk 0:01:18] } 49... Rxb2 { [%clk 0:03:35] } 50. g6 { [%clk 0:01:16] }
50... Rb5 { [%clk 0:03:27] } 51. g7 { [%clk 0:01:14] } 51... Rxd5
{ [%clk 0:03:26] } 52. g8=Q# { [%clk 0:01:11] } 1-0"
Rated Rapid game,https://lichess.org/TT1z1sbX,2024.08.01,-,haamiiidrezaaaa,bayaw,0-1,2024.08.01,19:27:25,1637,1635,,,C24,Bishop's Opening: Berlin Defense,600+0,Normal,"1. e4 { [%clk 0:10:00] } 1... e5 { [%clk 0:10:00] } 2. Bc4 { [%clk 0:09:59] }
2... Nf6 { [%clk 0:09:59] } 3. d3 { [%clk 0:09:59] } 3... Bc5
{ [%clk 0:09:58] } 4. a3 { [%clk 0:09:57] } 4... d6 { [%clk 0:09:55] } 5. b4
{ [%clk 0:09:56] } 5... Bxf2+ { [%clk 0:09:53] } 6. Kxf2 { [%clk 0:09:54] }
6... Ng4+ { [%clk 0:09:52] } 7. Kf1 { [%clk 0:09:51] } 7... O-O
{ [%clk 0:09:51] } 8. Nf3 { [%clk 0:09:46] } 8... Be6 { [%clk 0:09:50] } 9.
Bxe6 { [%clk 0:09:34] } 9... fxe6 { [%clk 0:09:48] } 10. Nd2 { [%clk 0:09:34] }
10... Ne3+ { [%clk 0:09:45] } 0-1"
Rated Rapid game,https://lichess.org/axBNybcV,2024.08.01,-,depanyvino,klonore,1-0,2024.08.01,19:27:25,1718,1717,,,D20,Queen's Gambit Accepted,600+0,Normal,"1. d4 { [%clk 0:10:00] } 1... d5 { [%clk 0:10:00] } 2. c4 { [%clk 0:09:58] }
2... dxc4 { [%clk 0:09:59] } 3. Nc3 { [%clk 0:09:56] } 3... a6
{ [%clk 0:09:53] } 4. a4 { [%clk 0:09:53] } 4... e6 { [%clk 0:09:48] } 5. e4
{ [%clk 0:09:50] } 5... Bb4 { [%clk 0:09:44] } 6. e5 { [%clk 0:09:47] } 6...
Ne7 { [%clk 0:09:43] } 7. Bxc4 { [%clk 0:09:44] } 7... O-O { [%clk 0:09:40] }
8. Nf3 { [%clk 0:09:44] } 8... Nbc6 { [%clk 0:09:34] } 9. O-O
{ [%clk 0:09:40] } 9... Bxc3 { [%clk 0:08:48] } 10. bxc3 { [%clk 0:09:36] }
10... Na5 { [%clk 0:08:45] } 11. Ba2 { [%clk 0:09:29] } 11... b5
{ [%clk 0:08:39] } 12. Qd3 { [%clk 0:09:07] } 12... c6 { [%clk 0:08:31] } 13.
axb5 { [%clk 0:08:49] } 13... axb5 { [%clk 0:08:29] } 14. Bb1
{ [%clk 0:08:46] } 14... Bb7 { [%clk 0:08:20] } 15. Qxh7# { [%clk 0:08:21] }
1-0"
Rated Rapid game,https://lichess.org/e8dGEwuc,2024.08.01,-,bhaa1995,jaeho_kim,0-1,2024.08.01,19:27:25,1361,1351,,,C55,Italian Game: Two Knights Defense,600+0,Normal,"1. e4 { [%eval 0.15] [%clk 0:10:00] } 1... e5 { [%eval 0.21] [%clk 0:10:00] }
2. Nf3 { [%eval 0.11] [%clk 0:09:52] } 2... Nc6 { [%eval 0.19] [%clk 0:09:56] }
3. Bc4 { [%eval 0.14] [%clk 0:09:43] } 3... Nf6 { [%eval 0.17] [%clk 0:09:53] }
4. Bd5 { [%eval -0.3] [%clk 0:09:39] } 4... Nxd5
{ [%eval -0.37] [%clk 0:09:40] } 5. exd5 { [%eval -0.24] [%clk 0:09:38] } 5...
Nd4 $6 { [%eval 0.34] [%clk 0:09:36] } 6. Nxe5 { [%eval 0.34] [%clk 0:09:30] }
6... Bc5 { [%eval 0.72] [%clk 0:09:20] } 7. O-O { [%eval 0.73] [%clk 0:09:24] }
7... Qe7 $2 { [%eval 2.47] [%clk 0:09:18] } 8. Re1
{ [%eval 2.47] [%clk 0:09:21] } 8... Qd8 $4 { [%eval 6.97] [%clk 0:08:40] } 9.
Nd3+ $4 { [%eval 1.4] [%clk 0:09:08] } 9... Ne6 $4
{ [%eval 6.98] [%clk 0:08:28] } 10. Nxc5 { [%eval 6.87] [%clk 0:09:06] } 10...
d6 { [%eval 6.76] [%clk 0:08:22] } 11. dxe6 { [%eval 6.78] [%clk 0:08:57] }
11... dxc5 { [%eval 6.99] [%clk 0:08:16] } 12. exf7+
{ [%eval 6.49] [%clk 0:08:53] } 12... Kxf7 { [%eval 6.41] [%clk 0:08:16] } 13.
Nc3 { [%eval 5.9] [%clk 0:08:33] } 13... Re8 { [%eval 6.49] [%clk 0:08:13] }
14. Qf3+ { [%eval 5.73] [%clk 0:08:27] } 14... Qf6
{ [%eval 6.17] [%clk 0:08:11] } 15. Nd5 $4 { [%eval #-1] [%clk 0:08:23] } 15...
Rxe1# { [%clk 0:08:07] } 0-1"
Rated Rapid game,https://lichess.org/JCy0t7c2,2024.08.01,-,cacherskhy,Hrast1,1-0,2024.08.01,19:27:25,1372,1437,,,C20,Center Game,600+0,Normal,"1. e4 { [%clk 0:10:00] } 1... e5 { [%clk 0:10:00] } 2. d4 { [%clk 0:09:54] }
2... Nf6 { [%clk 0:09:42] } 3. dxe5 { [%clk 0:09:47] } 3... Nxe4
{ [%clk 0:09:40] } 4. Qe2 { [%clk 0:09:46] } 4... Nc5 { [%clk 0:09:09] } 5. Be3
{ [%clk 0:09:03] } 5... Be7 { [%clk 0:09:01] } 6. Bxc5 { [%clk 0:09:00] } 6...
Bxc5 { [%clk 0:08:59] } 7. c3 { [%clk 0:08:58] } 7... O-O { [%clk 0:08:54] } 8.
Nf3 { [%clk 0:08:54] } 8... Re8 { [%clk 0:08:51] } 9. Nbd2 { [%clk 0:08:46] }
9... Nc6 { [%clk 0:08:45] } 10. Ne4 { [%clk 0:08:36] } 10... Bb6
{ [%clk 0:08:35] } 11. Qd3 { [%clk 0:08:25] } 11... Nxe5 { [%clk 0:08:30] } 12.
Nxe5 { [%clk 0:08:22] } 12... Rxe5 { [%clk 0:08:28] } 13. f4 { [%clk 0:08:09] }
13... Re8 { [%clk 0:08:20] } 14. O-O-O { [%clk 0:07:59] } 14... d6
{ [%clk 0:08:13] } 15. Be2 { [%clk 0:07:56] } 15... Bf5 { [%clk 0:08:10] } 16.
Bf3 { [%clk 0:07:36] } 16... Re7 { [%clk 0:08:02] } 17. Nf6+ { [%clk 0:07:24] }
17... gxf6 { [%clk 0:07:58] } 18. Qxf5 { [%clk 0:07:22] } 18... Qd7
{ [%clk 0:07:42] } 19. Qxd7 { [%clk 0:07:20] } 19... Rxd7 { [%clk 0:07:40] }
20. Bxb7 { [%clk 0:07:16] } 20... Rb8 { [%clk 0:07:37] } 21. Bc6
{ [%clk 0:07:15] } 21... Re7 { [%clk 0:07:34] } 22. Rhe1 { [%clk 0:07:13] }
22... Rxe1 { [%clk 0:07:29] } 23. Rxe1 { [%clk 0:07:11] } 23... Be3+
{ [%clk 0:07:27] } 1-0"
Rated Rapid game,https://lichess.org/qICWkpoz,2024.08.01,-,cookachook,LEWIS0903,0-1,2024.08.01,19:27:25,1282,1323,,,B10,Caro-Kann Defense,600+0,Normal,"1. e4 { [%clk 0:10:00] } 1... c6 { [%clk 0:10:00] } 2. f4 { [%clk 0:09:58] }
2... d5 { [%clk 0:09:59] } 3. e5 { [%clk 0:09:56] } 3... Bf5 { [%clk 0:09:57] }
4. d4 { [%clk 0:09:54] } 4... e6 { [%clk 0:09:56] } 5. Nc3 { [%clk 0:09:37] }
5... Nd7 { [%clk 0:09:44] } 6. Be3 { [%clk 0:09:23] } 6... Bb4
{ [%clk 0:09:40] } 7. a3 { [%clk 0:09:16] } 7... Be7 { [%clk 0:09:38] } 8. g4
{ [%clk 0:08:59] } 8... Be4 { [%clk 0:09:31] } 9. Nxe4 { [%clk 0:08:57] } 9...
dxe4 { [%clk 0:09:24] } 10. Bg2 { [%clk 0:08:50] } 10... Rc8 { [%clk 0:09:02] }
11. Bxe4 { [%clk 0:08:46] } 11... c5 { [%clk 0:09:00] } 12. Bxb7
{ [%clk 0:08:32] } 12... Rc7 { [%clk 0:08:58] } 13. Ba6 { [%clk 0:08:12] }
13... cxd4 { [%clk 0:08:46] } 14. Qxd4 { [%clk 0:07:58] } 14... Nh6
{ [%clk 0:08:41] } 15. g5 { [%clk 0:07:49] } 15... Ng4 { [%clk 0:08:39] } 16.
O-O-O { [%clk 0:07:36] } 16... Nxe3 { [%clk 0:07:59] } 17. Qxe3
{ [%clk 0:07:36] } 17... Bc5 { [%clk 0:07:55] } 18. Qd3 { [%clk 0:07:22] }
18... O-O { [%clk 0:07:52] } 19. Nf3 { [%clk 0:07:08] } 19... Qe7
{ [%clk 0:07:43] } 20. f5 { [%clk 0:06:38] } 20... exf5 { [%clk 0:07:06] } 21.
Qxf5 { [%clk 0:06:35] } 21... Be3+ { [%clk 0:06:59] } 22. Kb1
{ [%clk 0:06:30] } 22... g6 { [%clk 0:06:33] } 23. Qe4 { [%clk 0:06:13] } 23...
Bxg5 { [%clk 0:06:27] } 24. Nxg5 { [%clk 0:05:56] } 24... Qxg5
{ [%clk 0:06:25] } 25. Rhg1 { [%clk 0:05:22] } 25... Qxe5 { [%clk 0:06:14] }
26. Qg4 { [%clk 0:04:54] } 26... Nf6 { [%clk 0:06:03] } 0-1"
Rated Rapid game,https://lichess.org/QnLuCXEK,2024.08.01,-,ABWBKRALYWSF,Hjt1984,0-1,2024.08.01,19:27:25,1780,1803,,,C44,King's Knight Opening: Normal Variation,600+0,Normal,"1. e4 { [%eval 0.15] [%clk 0:10:00] } 1... e5 { [%eval 0.21] [%clk 0:10:00] }
2. Nf3 { [%eval 0.11] [%clk 0:10:00] } 2... Nc6 { [%eval 0.19] [%clk 0:09:58] }
3. d3 { [%eval -0.04] [%clk 0:09:59] } 3... Bc5 $6
{ [%eval 0.53] [%clk 0:09:55] } 4. Be2 { [%eval 0.0] [%clk 0:09:56] } 4... d6
{ [%eval 0.17] [%clk 0:09:50] } 5. O-O { [%eval 0.0] [%clk 0:09:56] } 5... Nf6
{ [%eval 0.0] [%clk 0:09:49] } 6. h3 { [%eval -0.13] [%clk 0:09:55] } 6... O-O
{ [%eval -0.14] [%clk 0:09:42] } 7. Re1 { [%eval -0.15] [%clk 0:09:54] } 7...
Re8 { [%eval -0.21] [%clk 0:09:36] } 8. Bf1 { [%eval -0.13] [%clk 0:09:52] }
8... Be6 { [%eval 0.01] [%clk 0:09:34] } 9. c3 { [%eval 0.03] [%clk 0:09:51] }
9... b5 $2 { [%eval 2.18] [%clk 0:09:16] } 10. a3 $2
{ [%eval 0.23] [%clk 0:09:46] } 10... Bb6 { [%eval 0.25] [%clk 0:09:13] } 11.
d4 { [%eval 0.22] [%clk 0:09:43] } 11... exd4 { [%eval 0.51] [%clk 0:09:07] }
12. cxd4 { [%eval 0.4] [%clk 0:09:43] } 12... Na5 $6
{ [%eval 1.29] [%clk 0:08:48] } 13. Bxb5 { [%eval 1.38] [%clk 0:09:37] } 13...
Bd7 $6 { [%eval 2.03] [%clk 0:08:45] } 14. Bf1 $2
{ [%eval 0.45] [%clk 0:09:30] } 14... Nxe4 { [%eval 0.39] [%clk 0:08:39] } 15.
b4 { [%eval 0.3] [%clk 0:09:19] } 15... Nc6 { [%eval 0.22] [%clk 0:08:31] } 16.
d5 $4 { [%eval -5.65] [%clk 0:09:17] } 16... Nb8 $4
{ [%eval 1.15] [%clk 0:08:23] } 17. Be3 { [%eval 1.02] [%clk 0:09:16] } 17...
Nf6 { [%eval 1.11] [%clk 0:08:17] } 18. Bxb6 { [%eval 1.19] [%clk 0:09:12] }
18... Rxe1 { [%eval 1.22] [%clk 0:08:09] } 19. Nxe1
{ [%eval 1.3] [%clk 0:09:09] } 19... axb6 { [%eval 1.15] [%clk 0:08:06] } 20.
Nc3 { [%eval 1.29] [%clk 0:09:07] } 20... Qe7 { [%eval 1.53] [%clk 0:07:54] }
21. Nf3 { [%eval 1.44] [%clk 0:09:06] } 21... g6 { [%eval 1.8] [%clk 0:07:35] }
22. Qd4 { [%eval 1.74] [%clk 0:09:03] } 22... Bf5
{ [%eval 2.28] [%clk 0:07:27] } 23. Re1 { [%eval 1.77] [%clk 0:08:58] } 23...
Qd7 $4 { [%eval 7.48] [%clk 0:07:23] } 24. Qxf6 { [%eval 7.01] [%clk 0:08:55] }
24... Rxa3 { [%eval 7.1] [%clk 0:07:18] } 25. Bb5
{ [%eval 8.29] [%clk 0:08:34] } 25... c6 { [%eval 7.11] [%clk 0:07:07] } 26.
dxc6 { [%eval 6.92] [%clk 0:08:22] } 26... Nxc6 { [%eval 6.99] [%clk 0:06:59] }
27. Nd5 { [%eval 6.94] [%clk 0:07:59] } 27... Be6
{ [%eval 9.54] [%clk 0:06:48] } 28. Ne7+ $4 { [%eval 0.06] [%clk 0:07:52] }
28... Qxe7 { [%eval 0.02] [%clk 0:06:46] } 29. Qb2
{ [%eval -0.12] [%clk 0:07:37] } 29... Rb3 { [%eval 0.16] [%clk 0:06:40] } 30.
Qa2 { [%eval -0.37] [%clk 0:07:22] } 30... Nxb4 $4
{ [%eval 5.55] [%clk 0:06:33] } 31. Qa8+ $4 { [%eval 0.0] [%clk 0:07:18] }
31... Kg7 $6 { [%eval 0.58] [%clk 0:06:31] } 32. Bc4 $6
{ [%eval -0.26] [%clk 0:07:15] } 32... Rc3 { [%eval -0.32] [%clk 0:06:15] } 33.
Bxe6 { [%eval -0.35] [%clk 0:07:13] } 33... fxe6
{ [%eval -0.23] [%clk 0:06:14] } 34. Nd4 { [%eval -0.64] [%clk 0:07:02] } 34...
e5 { [%eval -0.44] [%clk 0:06:02] } 35. f4 $2 { [%eval -3.16] [%clk 0:06:38] }
35... Nd3 { [%eval -3.42] [%clk 0:05:48] } 36. Re3
{ [%eval -3.55] [%clk 0:06:22] } 36... Rc1+ { [%eval -3.59] [%clk 0:05:45] }
37. Kh2 { [%eval -3.65] [%clk 0:06:15] } 37... Nxf4
{ [%eval -3.55] [%clk 0:05:42] } 38. Nc6 $2 { [%eval -4.63] [%clk 0:06:08] }
38... Qc7 { [%eval -4.71] [%clk 0:05:30] } 39. Nd8
{ [%eval -5.03] [%clk 0:05:50] } 39... Rc2 { [%eval -4.89] [%clk 0:05:23] } 40.
Rg3 { [%eval -5.26] [%clk 0:05:40] } 40... d5 { [%eval -4.97] [%clk 0:05:13] }
41. Rg4 { [%eval -4.91] [%clk 0:04:54] } 41... Qc8
{ [%eval -4.86] [%clk 0:04:52] } 42. Qa7+ { [%eval -4.79] [%clk 0:04:30] }
42... Rc7 { [%eval -4.82] [%clk 0:04:49] } 43. Qxc7+ $4
{ [%eval -8.18] [%clk 0:04:09] } 43... Qxc7 { [%eval -7.96] [%clk 0:04:46] }
44. Rxf4 { [%eval -7.63] [%clk 0:04:09] } 44... Qxd8
{ [%eval -7.78] [%clk 0:04:43] } 0-1"
Rated Rapid game,https://lichess.org/J1X97Zud,2024.08.01,-,matinmo90,destrozabertos,1-0,2024.08.01,19:27:25,1009,1013,,,C23,Bishop's Opening,600+0,Normal,"1. e4 { [%clk 0:10:00] } 1... e5 { [%clk 0:10:00] } 2. Bc4 { [%clk 0:09:58] }
2... Nc6 { [%clk 0:09:54] } 3. Qh5 { [%clk 0:09:46] } 3... g6
{ [%clk 0:09:47] } 4. Qf3 { [%clk 0:09:45] } 4... Nd4 { [%clk 0:09:38] } 5.
Qxf7# { [%clk 0:09:41] } 1-0"
Rated Rapid game,https://lichess.org/lqrttkDV,2024.08.01,-,SeshBesh,xenobard,0-1,2024.08.01,19:27:25,1679,1676,,,C20,King's Pawn Game: Wayward Queen Attack,600+0,Normal,"1. e4 { [%clk 0:10:00] } 1... e5 { [%clk 0:10:00] } 2. Qh5 { [%clk 0:09:59] }
2... Qe7 { [%clk 0:09:56] } 3. Nf3 { [%clk 0:09:58] } 3... Nc6
{ [%clk 0:09:49] } 4. Bc4 { [%clk 0:09:56] } 4... Nf6 { [%clk 0:09:40] } 5. Qh4
{ [%clk 0:09:53] } 5... Nb4 { [%clk 0:09:31] } 6. Na3 { [%clk 0:09:44] } 6...
d5 { [%clk 0:08:19] } 7. exd5 { [%clk 0:09:37] } 7... Nbxd5 { [%clk 0:08:15] }
8. Ng5 { [%clk 0:09:23] } 8... h6 { [%clk 0:07:19] } 9. Nb5 { [%clk 0:09:19] }
9... a6 { [%clk 0:06:58] } 10. Nc3 { [%clk 0:09:17] } 10... Rg8
{ [%clk 0:05:56] } 11. Nxd5 { [%clk 0:09:06] } 11... Nxd5 { [%clk 0:05:50] }
12. Nf3 { [%clk 0:08:54] } 12... Qxh4 { [%clk 0:05:19] } 13. Nxh4
{ [%clk 0:08:53] } 13... Nb4 { [%clk 0:04:27] } 14. Bb3 { [%clk 0:08:46] }
14... Be6 { [%clk 0:04:16] } 15. a3 { [%clk 0:08:42] } 15... Bxb3
{ [%clk 0:04:02] } 16. axb4 { [%clk 0:08:40] } 16... Bxc2 { [%clk 0:04:00] }
17. O-O { [%clk 0:08:32] } 17... O-O-O { [%clk 0:03:52] } 18. Re1
{ [%clk 0:08:15] } 18... Bxb4 { [%clk 0:03:41] } 19. Rxe5 { [%clk 0:08:10] }
19... Rge8 { [%clk 0:03:28] } 20. Nf3 { [%clk 0:08:01] } 20... Bd1
{ [%clk 0:02:59] } 21. d4 { [%clk 0:07:22] } 21... Bxf3 { [%clk 0:02:55] } 22.
Rxe8 { [%clk 0:07:16] } 22... Rxe8 { [%clk 0:02:51] } 23. gxf3
{ [%clk 0:07:10] } 23... Re1+ { [%clk 0:02:49] } 24. Kg2 { [%clk 0:07:09] }
24... Bd2 { [%clk 0:02:43] } 25. d5 { [%clk 0:06:47] } 25... Rxc1
{ [%clk 0:02:37] } 26. Rxc1 { [%clk 0:06:45] } 26... Bxc1 { [%clk 0:02:35] }
27. b4 { [%clk 0:06:44] } 27... Kd7 { [%clk 0:02:33] } 28. Kg3
{ [%clk 0:06:42] } 28... Kd6 { [%clk 0:02:31] } 29. f4 { [%clk 0:06:39] } 29...
Kxd5 { [%clk 0:02:25] } 30. h4 { [%clk 0:06:36] } 30... Ba3 { [%clk 0:02:19] }
31. f5 { [%clk 0:06:33] } 31... Bxb4 { [%clk 0:02:17] } 32. f4
{ [%clk 0:06:32] } 32... Ke4 { [%clk 0:02:13] } 33. Kg4 { [%clk 0:06:31] }
33... Bd2 { [%clk 0:02:11] } 34. h5 { [%clk 0:06:25] } 34... Bxf4
{ [%clk 0:02:09] } 0-1"
Rated Rapid game,https://lichess.org/Dz9GyoDo,2024.08.01,-,sebbianco,mieczyslaw1964rr,1-0,2024.08.01,19:27:25,1607,1573,,,A41,Queen's Pawn Game,600+0,Normal,"1. d4 { [%clk 0:10:00] } 1... d6 { [%clk 0:10:00] } 2. Bf4 { [%clk 0:09:59] }
2... h6 { [%clk 0:09:57] } 3. Nf3 { [%clk 0:09:58] } 3... Nd7
{ [%clk 0:09:54] } 4. e3 { [%clk 0:09:57] } 4... e6 { [%clk 0:09:52] } 5. c3
{ [%clk 0:09:55] } 5... Qe7 { [%clk 0:09:50] } 6. Nbd2 { [%clk 0:09:53] } 6...
c6 { [%clk 0:09:47] } 7. Bd3 { [%clk 0:09:50] } 7... g6 { [%clk 0:09:43] } 8.
h3 { [%clk 0:09:48] } 8... Bg7 { [%clk 0:09:41] } 9. c4 { [%clk 0:09:35] } 9...
e5 { [%clk 0:09:40] } 10. dxe5 { [%clk 0:09:33] } 10... dxe5 { [%clk 0:09:38] }
11. Bh2 { [%clk 0:09:16] } 11... Qb4 { [%clk 0:09:28] } 12. b3
{ [%clk 0:09:08] } 12... Ne7 { [%clk 0:09:22] } 13. Rb1 { [%clk 0:09:03] }
13... Nc5 { [%clk 0:09:19] } 14. Qc2 { [%clk 0:08:45] } 14... Nf5
{ [%clk 0:09:11] } 15. Bxe5 { [%clk 0:08:39] } 15... Bxe5 { [%clk 0:09:07] }
16. Nxe5 { [%clk 0:08:39] } 16... O-O { [%clk 0:09:04] } 17. O-O
{ [%clk 0:08:33] } 17... Nxd3 { [%clk 0:08:56] } 18. Nxd3 { [%clk 0:08:28] }
18... Qd6 { [%clk 0:08:54] } 19. Nf3 { [%clk 0:08:24] } 19... Ng7
{ [%clk 0:08:23] } 20. Rfd1 { [%clk 0:08:20] } 20... Qf6 { [%clk 0:08:17] } 21.
Nf4 { [%clk 0:08:10] } 21... Bf5 { [%clk 0:08:13] } 22. e4 { [%clk 0:08:00] }
22... Be6 { [%clk 0:08:02] } 23. Nxe6 { [%clk 0:07:57] } 23... Qxe6
{ [%clk 0:07:56] } 24. Nd4 { [%clk 0:07:53] } 24... Qe5 { [%clk 0:07:50] } 25.
Nf3 { [%clk 0:07:44] } 25... Qh5 { [%clk 0:07:36] } 26. Qd2 { [%clk 0:07:22] }
26... Ne6 { [%clk 0:07:32] } 27. Qe3 { [%clk 0:07:14] } 27... g5
{ [%clk 0:07:23] } 28. g4 { [%clk 0:07:09] } 28... Qg6 { [%clk 0:07:21] } 29.
Ne5 { [%clk 0:07:03] } 29... Qf6 { [%clk 0:07:16] } 30. Nd7 { [%clk 0:06:59] }
30... Qe7 { [%clk 0:07:07] } 31. Nxf8 { [%clk 0:06:56] } 31... Rxf8
{ [%clk 0:07:05] } 32. Rd2 { [%clk 0:06:51] } 32... Nf4 { [%clk 0:07:00] } 33.
Rbd1 { [%clk 0:06:41] } 33... Qe5 { [%clk 0:06:48] } 34. Rd8 { [%clk 0:06:14] }
34... a6 { [%clk 0:06:16] } 35. Rxf8+ { [%clk 0:05:30] } 35... Kxf8
{ [%clk 0:06:14] } 36. a4 { [%clk 0:05:15] } 36... b5 { [%clk 0:06:11] } 37.
axb5 { [%clk 0:05:09] } 37... cxb5 { [%clk 0:06:09] } 38. cxb5
{ [%clk 0:05:07] } 38... Qxb5 { [%clk 0:06:07] } 39. Rd8+ { [%clk 0:04:40] }
39... Ke7 { [%clk 0:06:00] } 40. Ra8 { [%clk 0:04:24] } 40... Qc6
{ [%clk 0:05:20] } 41. Qa7+ { [%clk 0:04:19] } 41... Kf6 { [%clk 0:05:13] } 42.
Qxa6 { [%clk 0:04:16] } 42... Qxa6 { [%clk 0:05:10] } 43. Rxa6+
{ [%clk 0:04:16] } 43... Kg7 { [%clk 0:05:08] } 44. Kh2 { [%clk 0:04:07] }
44... Nd3 { [%clk 0:05:05] } 45. f3 { [%clk 0:04:00] } 45... Nb4
{ [%clk 0:05:01] } 46. Rb6 { [%clk 0:03:54] } 46... Nc2 { [%clk 0:04:53] } 47.
b4 { [%clk 0:03:52] } 47... Nd4 { [%clk 0:04:51] } 48. b5 { [%clk 0:03:49] }
48... Ne6 { [%clk 0:04:49] } 49. Rxe6 { [%clk 0:03:45] } 49... fxe6
{ [%clk 0:04:47] } 50. b6 { [%clk 0:03:45] } 50... Kf7 { [%clk 0:04:45] } 51.
b7 { [%clk 0:03:45] } 51... Ke7 { [%clk 0:04:42] } 52. b8=Q { [%clk 0:03:45] }
52... e5 { [%clk 0:04:40] } 53. Qxe5+ { [%clk 0:03:44] } 53... Kf7
{ [%clk 0:04:38] } 54. Qf5+ { [%clk 0:03:44] } 54... Kg7 { [%clk 0:04:36] } 55.
e5 { [%clk 0:03:43] } 1-0"
