Event,Site,Date,Round,White,Black,Result,UTCDate,UTCTime,WhiteElo,BlackElo,WhiteRatingDiff,BlackRatingDiff,ECO,Opening,TimeControl,Termination,Moves
Rated Blitz game,https://lichess.org/H0mRs9fM,2024.08.01,-,minijorbs,abakaley,1-0,2024.08.01,03:58:47,1519,1513,,,C42,Russian Game: Stafford Gambit,180+2,Normal,"1. e4 { [%eval 0.15] [%clk 0:03:00] } 1... e5 { [%eval 0.21] [%clk 0:03:00] }
2. Nf3 { [%eval 0.11] [%clk 0:03:01] } 2... Nf6 { [%eval 0.3] [%clk 0:03:00] }
3. Nxe5 { [%eval 0.3] [%clk 0:02:59] } 3... Nc6 $2
{ [%eval 1.44] [%clk 0:03:01] } 4. Nxc6 { [%eval 1.45] [%clk 0:02:53] } 4...
dxc6 { [%eval 1.75] [%clk 0:03:02] } 5. Nc3 { [%eval 1.55] [%clk 0:02:52] }
5... Bc5 { [%eval 1.47] [%clk 0:03:02] } 6. d3 $2
{ [%eval -0.81] [%clk 0:02:46] } 6... Qd4 $4 { [%eval 2.89] [%clk 0:02:59] } 7.
Be3 { [%eval 2.85] [%clk 0:02:32] } 7... Qb4 { [%eval 2.98] [%clk 0:02:58] } 8.
Bxc5 $6 { [%eval 2.16] [%clk 0:02:20] } 8... Qxc5
{ [%eval 2.16] [%clk 0:02:58] } 9. Qd2 { [%eval 2.17] [%clk 0:02:13] } 9... Ng4
{ [%eval 2.67] [%clk 0:02:50] } 10. h3 { [%eval 2.68] [%clk 0:01:58] } 10...
Ne5 $2 { [%eval 4.54] [%clk 0:02:39] } 11. d4 { [%eval 4.62] [%clk 0:01:52] }
11... Nc4 { [%eval 5.48] [%clk 0:02:16] } 12. dxc5
{ [%eval 5.61] [%clk 0:01:49] } 12... Nxd2 { [%eval 5.57] [%clk 0:02:17] } 13.
Kxd2 { [%eval 5.58] [%clk 0:01:49] } 13... O-O { [%eval 6.05] [%clk 0:02:17] }
14. Ke3 { [%eval 5.66] [%clk 0:01:41] } 14... Re8
{ [%eval 5.74] [%clk 0:02:13] } 15. Rd1 { [%eval 5.67] [%clk 0:01:37] } 15...
f5 { [%eval 5.76] [%clk 0:01:53] } 16. Bd3 { [%eval 5.4] [%clk 0:01:23] } 16...
Re5 { [%eval 5.51] [%clk 0:01:44] } 17. f4 { [%eval 5.31] [%clk 0:01:20] }
17... Rxc5 { [%eval 5.33] [%clk 0:01:35] } 18. e5
{ [%eval 5.35] [%clk 0:01:14] } 18... Be6 { [%eval 5.25] [%clk 0:01:31] } 19.
a3 { [%eval 5.17] [%clk 0:00:58] } 19... Rf8 { [%eval 5.11] [%clk 0:01:29] }
20. Ne2 { [%eval 5.03] [%clk 0:00:49] } 20... g5
{ [%eval 5.01] [%clk 0:01:22] } 21. g3 { [%eval 5.05] [%clk 0:00:47] } 21...
gxf4+ { [%eval 5.32] [%clk 0:01:20] } 22. gxf4 { [%eval 5.18] [%clk 0:00:44] }
22... Rf7 { [%eval 5.83] [%clk 0:01:04] } 23. Rhg1+
{ [%eval 5.71] [%clk 0:00:44] } 23... Kh8 { [%eval 6.09] [%clk 0:01:04] } 24.
Nd4 { [%eval 6.1] [%clk 0:00:44] } 24... Bd5 { [%eval 6.2] [%clk 0:00:55] } 25.
Nxf5 { [%eval 6.28] [%clk 0:00:35] } 25... Be6 { [%eval 6.3] [%clk 0:00:43] }
26. Nh6 { [%eval 6.33] [%clk 0:00:30] } 26... Re7 $4
{ [%eval #12] [%clk 0:00:34] } 27. b4 $4 { [%eval 6.41] [%clk 0:00:17] } 27...
Rc3 { [%eval 6.76] [%clk 0:00:20] } 28. Kd2 { [%eval 6.43] [%clk 0:00:16] }
28... Rxa3 { [%eval 6.98] [%clk 0:00:20] } 29. Rg3
{ [%eval 6.63] [%clk 0:00:15] } 29... Ra4 $4 { [%eval #4] [%clk 0:00:16] } 30.
Rdg1 { [%eval #3] [%clk 0:00:15] } 30... Re8 { [%eval #3] [%clk 0:00:14] } 31.
f5 { [%eval #4] [%clk 0:00:16] } 31... Bd5 { [%eval #4] [%clk 0:00:07] } 32. e6
{ [%eval #3] [%clk 0:00:16] } 32... Rxb4 { [%eval #1] [%clk 0:00:03] } 33. Rg8+
{ [%eval #1] [%clk 0:00:17] } 33... Rxg8 { [%eval #1] [%clk 0:00:04] } 34.
Rxg8# { [%clk 0:00:17] } 1-0"
Rated Blitz game,https://lichess.org/kjCJtsBZ,2024.08.01,-,picadonegra,Dericor,1-0,2024.08.01,03:58:47,1487,1467,,,B00,Nimzowitsch Defense: Williams Variation,180+2,Normal,"1. e4 { [%clk 0:03:00] } 1... Nc6 { [%clk 0:03:00] } 2. Nf3 { [%clk 0:02:58] }
2... d6 { [%clk 0:02:56] } 3. Bb5 { [%clk 0:02:59] } 3... Bd7
{ [%clk 0:02:57] } 4. Bxc6 { [%clk 0:02:59] } 4... Bxc6 { [%clk 0:02:59] } 5.
d3 { [%clk 0:03:00] } 5... d5 { [%clk 0:02:54] } 6. exd5 { [%clk 0:02:58] }
6... Bxd5 { [%clk 0:02:56] } 7. O-O { [%clk 0:02:55] } 7... Nf6
{ [%clk 0:02:56] } 8. Nc3 { [%clk 0:02:52] } 8... Bc6 { [%clk 0:02:56] } 9. Bg5
{ [%clk 0:02:49] } 9... e6 { [%clk 0:02:56] } 10. Re1 { [%clk 0:02:45] } 10...
h6 { [%clk 0:02:56] } 11. Bh4 { [%clk 0:02:44] } 11... g5 { [%clk 0:02:57] }
12. Bg3 { [%clk 0:02:44] } 12... Bd6 { [%clk 0:02:57] } 13. Bxd6
{ [%clk 0:02:44] } 13... Qxd6 { [%clk 0:02:59] } 14. Ne4 { [%clk 0:02:39] }
14... Nxe4 { [%clk 0:02:55] } 15. dxe4 { [%clk 0:02:40] } 15... Qb4
{ [%clk 0:02:44] } 16. b3 { [%clk 0:02:38] } 16... Rd8 { [%clk 0:02:30] } 17.
Qb1 { [%clk 0:02:25] } 17... Bxe4 { [%clk 0:02:07] } 18. a3 { [%clk 0:02:25] }
18... Qd4 { [%clk 0:02:06] } 19. Nxd4 { [%clk 0:02:23] } 19... Rxd4
{ [%clk 0:02:08] } 1-0"
Rated Blitz game,https://lichess.org/bbCcZ8tf,2024.08.01,-,KhuzaTri,NovakovAndrew,0-1,2024.08.01,03:58:47,1202,1258,,,B30,Sicilian Defense: Old Sicilian,180+2,Time forfeit,"1. e4 { [%clk 0:03:00] } 1... c5 { [%clk 0:03:00] } 2. Nf3 { [%clk 0:03:01] }
2... Nc6 { [%clk 0:03:00] } 3. Bc4 { [%clk 0:03:00] } 3... d6
{ [%clk 0:03:01] } 4. Ng5 { [%clk 0:02:59] } 4... e6 { [%clk 0:03:00] } 5. d3
{ [%clk 0:02:59] } 5... h6 { [%clk 0:02:42] } 0-1"
Rated Blitz game,https://lichess.org/e5QoqPfh,2024.08.01,-,newmachaquito,bragiin,1/2-1/2,2024.08.01,03:58:47,2193,2167,,,D60,"Queen's Gambit Declined: Orthodox Defense, Botvinnik Variation",180+2,Normal,"1. d4 { [%eval 0.16] [%clk 0:03:00] } 1... Nf6 { [%eval 0.17] [%clk 0:03:00] }
2. Nf3 { [%eval 0.1] [%clk 0:03:01] } 2... e6 { [%eval 0.14] [%clk 0:03:01] }
3. c4 { [%eval 0.12] [%clk 0:03:01] } 3... d5 { [%eval 0.17] [%clk 0:03:02] }
4. Nc3 { [%eval 0.08] [%clk 0:03:02] } 4... Be7 { [%eval 0.16] [%clk 0:03:02] }
5. Bg5 { [%eval 0.09] [%clk 0:03:02] } 5... Nbd7
{ [%eval 0.21] [%clk 0:03:02] } 6. e3 { [%eval 0.17] [%clk 0:03:03] } 6... O-O
{ [%eval 0.2] [%clk 0:03:01] } 7. Bd3 { [%eval 0.03] [%clk 0:03:02] } 7... h6
{ [%eval 0.14] [%clk 0:03:02] } 8. Bh4 { [%eval 0.11] [%clk 0:03:03] } 8... a6
{ [%eval 0.57] [%clk 0:03:03] } 9. O-O $6 { [%eval -0.16] [%clk 0:03:01] } 9...
dxc4 { [%eval -0.12] [%clk 0:03:03] } 10. Bxc4 { [%eval -0.21] [%clk 0:03:03] }
10... b5 { [%eval -0.18] [%clk 0:03:04] } 11. Be2
{ [%eval -0.28] [%clk 0:03:04] } 11... Bb7 { [%eval -0.17] [%clk 0:03:00] } 12.
a3 { [%eval -0.28] [%clk 0:02:24] } 12... c5 { [%eval -0.22] [%clk 0:03:00] }
13. dxc5 { [%eval -0.32] [%clk 0:02:25] } 13... Nxc5
{ [%eval -0.35] [%clk 0:03:00] } 14. b4 { [%eval -0.35] [%clk 0:02:25] } 14...
Ncd7 { [%eval -0.25] [%clk 0:02:59] } 15. Qb3 { [%eval -0.21] [%clk 0:02:22] }
15... Qb6 { [%eval -0.23] [%clk 0:02:57] } 16. Rfd1
{ [%eval -0.32] [%clk 0:02:21] } 16... Rfd8 { [%eval -0.26] [%clk 0:02:57] }
17. Rac1 { [%eval -0.31] [%clk 0:02:21] } 17... Rac8
{ [%eval -0.29] [%clk 0:02:57] } 18. h3 { [%eval -0.48] [%clk 0:02:20] } 18...
Nf8 { [%eval -0.19] [%clk 0:02:55] } 19. Bg3 { [%eval -0.07] [%clk 0:02:19] }
19... Ng6 { [%eval -0.06] [%clk 0:02:37] } 20. Ne5
{ [%eval -0.1] [%clk 0:01:53] } 20... Nxe5 { [%eval -0.01] [%clk 0:02:22] } 21.
Bxe5 { [%eval 0.0] [%clk 0:01:55] } 21... Nd5 { [%eval 0.27] [%clk 0:02:21] }
22. Nxd5 { [%eval 0.0] [%clk 0:01:37] } 22... Bxd5
{ [%eval 0.0] [%clk 0:02:21] } 23. Qb2 { [%eval 0.0] [%clk 0:01:38] } 23... f6
{ [%eval 0.0] [%clk 0:02:03] } 24. Bd4 { [%eval 0.02] [%clk 0:01:39] } 24...
Qb7 { [%eval 0.0] [%clk 0:02:02] } 25. f3 { [%eval -0.05] [%clk 0:01:37] }
25... e5 { [%eval 0.25] [%clk 0:02:01] } 26. Bc3
{ [%eval -0.14] [%clk 0:01:29] } 26... Bc4 { [%eval -0.09] [%clk 0:01:46] } 27.
e4 $6 { [%eval -0.92] [%clk 0:00:58] } 27... Rxd1+
{ [%eval -0.95] [%clk 0:01:33] } 28. Bxd1 { [%eval -1.01] [%clk 0:01:00] }
28... Bd8 { [%eval -1.02] [%clk 0:01:21] } 29. Be1
{ [%eval -1.07] [%clk 0:00:58] } 29... Bb6+ { [%eval -0.96] [%clk 0:01:20] }
30. Bf2 { [%eval -0.52] [%clk 0:00:59] } 30... Rd8
{ [%eval -0.56] [%clk 0:01:09] } 31. Be2 { [%eval -0.56] [%clk 0:00:23] } 31...
Bxf2+ { [%eval -0.59] [%clk 0:01:07] } 32. Kxf2
{ [%eval -0.63] [%clk 0:00:25] } 32... Qb6+ { [%eval -0.44] [%clk 0:01:07] }
33. Kf1 { [%eval -0.54] [%clk 0:00:25] } 33... Bxe2+
{ [%eval -0.07] [%clk 0:01:01] } 34. Kxe2 { [%eval -0.07] [%clk 0:00:26] }
34... Qd4 { [%eval 0.22] [%clk 0:00:58] } 35. Qb3+
{ [%eval 0.0] [%clk 0:00:23] } 35... Kh7 { [%eval 0.0] [%clk 0:00:52] } 36. Rd1
{ [%eval 0.0] [%clk 0:00:25] } 36... Qxd1+ { [%eval 0.0] [%clk 0:00:36] } 37.
Qxd1 { [%eval 0.0] [%clk 0:00:25] } 37... Rxd1 { [%eval 0.0] [%clk 0:00:36] }
38. Kxd1 { [%eval 0.0] [%clk 0:00:27] } 38... Kg6
{ [%eval 0.0] [%clk 0:00:37] } 39. Ke2 { [%eval 0.0] [%clk 0:00:26] } 39... Kf7
{ [%eval 0.0] [%clk 0:00:37] } 40. Kd3 { [%eval 0.0] [%clk 0:00:26] } 40... Ke6
{ [%eval 0.0] [%clk 0:00:38] } 41. g3 { [%eval 0.0] [%clk 0:00:26] } 41... g6
{ [%eval 0.0] [%clk 0:00:31] } 42. Ke3 { [%eval 0.0] [%clk 0:00:26] } 42... g5
{ [%eval 0.0] [%clk 0:00:30] } 43. g4 { [%eval 0.0] [%clk 0:00:26] } 43... Kd6
{ [%eval 0.0] [%clk 0:00:29] } 44. Kd3 { [%eval 0.0] [%clk 0:00:27] } 44... Ke6
{ [%eval 0.0] [%clk 0:00:30] } 45. Ke3 { [%eval 0.0] [%clk 0:00:28] } 45... Kd6
{ [%eval 0.0] [%clk 0:00:30] } 46. Kd3 { [%eval 0.0] [%clk 0:00:29] } 46... Ke6
{ [%eval 0.0] [%clk 0:00:31] } 47. Ke3 { [%eval 0.0] [%clk 0:00:30] } 1/2-1/2"
Rated Blitz game,https://lichess.org/sQCLPwaa,2024.08.01,-,eyetwitch,Dima_3,0-1,2024.08.01,03:58:47,1527,1520,,,C40,Elephant Gambit,180+2,Normal,"1. e4 { [%clk 0:03:00] } 1... e5 { [%clk 0:03:00] } 2. Nf3 { [%clk 0:03:00] }
2... d5 { [%clk 0:02:59] } 3. Nxe5 { [%clk 0:03:00] } 3... Bd6
{ [%clk 0:03:00] } 4. Nd3 { [%clk 0:02:53] } 4... dxe4 { [%clk 0:03:00] } 5.
Nc3 { [%clk 0:02:46] } 5... exd3 { [%clk 0:03:00] } 6. cxd3 { [%clk 0:02:47] }
6... Nf6 { [%clk 0:03:01] } 7. Be2 { [%clk 0:02:46] } 7... O-O
{ [%clk 0:03:02] } 8. O-O { [%clk 0:02:38] } 8... h6 { [%clk 0:03:02] } 9. Ne4
{ [%clk 0:02:30] } 9... Nxe4 { [%clk 0:03:03] } 10. dxe4 { [%clk 0:02:32] }
10... Nc6 { [%clk 0:03:03] } 11. f3 { [%clk 0:02:26] } 11... Be6
{ [%clk 0:02:58] } 12. d4 { [%clk 0:02:24] } 12... Nxd4 { [%clk 0:02:56] } 13.
Qxd4 { [%clk 0:02:24] } 13... Bxh2+ { [%clk 0:02:57] } 14. Kxh2
{ [%clk 0:02:25] } 14... Qxd4 { [%clk 0:02:55] } 15. Bf4 { [%clk 0:02:23] }
15... c5 { [%clk 0:02:51] } 16. Rfd1 { [%clk 0:02:19] } 16... Qxb2
{ [%clk 0:02:51] } 17. Rab1 { [%clk 0:02:10] } 17... Qxe2 { [%clk 0:02:50] }
0-1"
Rated Blitz game,https://lichess.org/oKokwO2r,2024.08.01,-,Felipe_EL_Guapo,Gentilimpalador,0-1,2024.08.01,03:58:47,1638,1605,,,C30,King's Gambit,180+2,Time forfeit,"1. e4 { [%clk 0:03:00] } 1... e5 { [%clk 0:03:00] } 2. f4 { [%clk 0:02:59] }
2... f6 { [%clk 0:03:00] } 3. Nf3 { [%clk 0:03:00] } 3... d6 { [%clk 0:03:00] }
4. c3 { [%clk 0:03:00] } 4... Bg4 { [%clk 0:02:56] } 5. d4 { [%clk 0:02:57] }
5... Nc6 { [%clk 0:02:52] } 6. Bb5 { [%clk 0:02:55] } 6... a6
{ [%clk 0:02:53] } 7. Ba4 { [%clk 0:02:55] } 7... b5 { [%clk 0:02:54] } 8. Bb3
{ [%clk 0:02:54] } 8... Bxf3 { [%clk 0:02:49] } 9. gxf3 { [%clk 0:02:51] } 9...
Qd7 { [%clk 0:02:44] } 10. Be3 { [%clk 0:02:42] } 10... Be7 { [%clk 0:02:41] }
11. Qe2 { [%clk 0:02:41] } 11... Na5 { [%clk 0:02:27] } 12. Bd5
{ [%clk 0:02:25] } 12... c6 { [%clk 0:02:24] } 13. Bxg8 { [%clk 0:02:24] }
13... Rxg8 { [%clk 0:02:26] } 14. Nd2 { [%clk 0:02:05] } 14... exd4
{ [%clk 0:02:19] } 15. cxd4 { [%clk 0:02:07] } 15... d5 { [%clk 0:02:12] } 16.
Rc1 { [%clk 0:01:53] } 16... Nc4 { [%clk 0:02:02] } 17. Nxc4 { [%clk 0:01:53] }
17... bxc4 { [%clk 0:02:00] } 18. h4 { [%clk 0:01:32] } 18... Bb4+
{ [%clk 0:01:50] } 19. Kf2 { [%clk 0:01:29] } 19... O-O-O { [%clk 0:01:44] }
20. e5 { [%clk 0:01:18] } 20... f5 { [%clk 0:01:35] } 21. Bd2
{ [%clk 0:01:18] } 21... Be7 { [%clk 0:01:23] } 22. Ba5 { [%clk 0:01:11] }
22... Rdf8 { [%clk 0:01:13] } 23. Rc3 { [%clk 0:00:57] } 23... h6
{ [%clk 0:00:59] } 24. a3 { [%clk 0:00:40] } 24... g5 { [%clk 0:00:48] } 25.
Bb4 { [%clk 0:00:35] } 25... gxf4 { [%clk 0:00:35] } 26. Bxe7
{ [%clk 0:00:34] } 26... Qxe7 { [%clk 0:00:35] } 27. Qd2 { [%clk 0:00:27] }
27... Qg7 { [%clk 0:00:26] } 28. Rf1 { [%clk 0:00:03] } 28... Qg2+
{ [%clk 0:00:20] } 29. Ke1 { [%clk 0:00:03] } 29... Rg3 { [%clk 0:00:15] } 30.
Qxg2 { [%clk 0:00:03] } 30... Rxg2 { [%clk 0:00:15] } 31. Rc1
{ [%clk 0:00:03] } 31... Rxb2 { [%clk 0:00:15] } 32. Rf2 { [%clk 0:00:03] }
32... Rb3 { [%clk 0:00:12] } 33. Ra1 { [%clk 0:00:02] } 33... Re3+
{ [%clk 0:00:11] } 0-1"
Rated Blitz game,https://lichess.org/Let0kpXn,2024.08.01,-,omniknightjohn,thelionteimour,1-0,2024.08.01,03:58:47,1823,1784,,,A85,Dutch Defense: Queen's Knight Variation,180+2,Normal,"1. d4 { [%clk 0:03:00] } 1... f5 { [%clk 0:03:00] } 2. c4 { [%clk 0:03:01] }
2... Nf6 { [%clk 0:03:01] } 3. Nc3 { [%clk 0:03:02] } 3... e6
{ [%clk 0:03:03] } 4. Nf3 { [%clk 0:03:03] } 4... Be7 { [%clk 0:03:04] } 5. Bg5
{ [%clk 0:03:05] } 5... O-O { [%clk 0:03:06] } 6. e3 { [%clk 0:03:06] } 6... b6
{ [%clk 0:03:07] } 7. Bd3 { [%clk 0:03:07] } 7... Bb7 { [%clk 0:03:09] } 8. O-O
{ [%clk 0:03:08] } 8... Ne4 { [%clk 0:03:10] } 9. Bxe7 { [%clk 0:03:08] } 9...
Qxe7 { [%clk 0:03:11] } 10. Nd2 { [%clk 0:03:06] } 10... Ng5 { [%clk 0:02:56] }
11. e4 { [%clk 0:02:55] } 11... Qe8 { [%clk 0:02:52] } 12. d5
{ [%clk 0:02:54] } 12... Qg6 { [%clk 0:02:49] } 13. f4 { [%clk 0:02:19] } 13...
Nh3+ { [%clk 0:02:34] } 14. Kh1 { [%clk 0:02:20] } 14... fxe4
{ [%clk 0:02:31] } 15. Bxe4 { [%clk 0:02:20] } 15... Qh6 { [%clk 0:02:21] } 16.
gxh3 { [%clk 0:02:16] } 16... Qxh3 { [%clk 0:02:23] } 17. Bg2
{ [%clk 0:02:16] } 17... Qe3 { [%clk 0:02:17] } 18. Nb3 { [%clk 0:01:49] }
18... Rxf4 { [%clk 0:02:08] } 19. Rxf4 { [%clk 0:01:50] } 19... Qf3
{ [%clk 0:02:09] } 20. Qxf3 { [%clk 0:01:48] } 1-0"
Rated Blitz game,https://lichess.org/rb4usZG1,2024.08.01,-,EjRos11,suntingzhou2009,1-0,2024.08.01,03:58:47,1746,1729,,,B10,Caro-Kann Defense,180+2,Normal,"1. e4 { [%clk 0:03:00] } 1... c6 { [%clk 0:03:00] } 2. Nf3 { [%clk 0:03:00] }
2... d5 { [%clk 0:03:02] } 3. d3 { [%clk 0:03:01] } 3... dxe4
{ [%clk 0:03:02] } 4. Ng5 { [%clk 0:02:56] } 4... Nf6 { [%clk 0:03:00] } 5. Nc3
{ [%clk 0:02:49] } 5... Bf5 { [%clk 0:03:00] } 6. Be3 { [%clk 0:02:41] } 6...
exd3 { [%clk 0:03:00] } 7. Bxd3 { [%clk 0:02:40] } 7... Bxd3 { [%clk 0:03:01] }
8. cxd3 { [%clk 0:02:40] } 8... e6 { [%clk 0:03:00] } 9. O-O { [%clk 0:02:39] }
9... Be7 { [%clk 0:02:56] } 10. f4 { [%clk 0:02:33] } 10... Nd5
{ [%clk 0:02:53] } 11. Bd2 { [%clk 0:02:23] } 11... Nxc3 { [%clk 0:02:52] } 12.
Bxc3 { [%clk 0:02:20] } 12... Bxg5 { [%clk 0:02:50] } 13. fxg5
{ [%clk 0:02:20] } 13... Qxg5 { [%clk 0:02:51] } 14. Qf3 { [%clk 0:02:12] }
14... O-O { [%clk 0:02:50] } 15. Rae1 { [%clk 0:02:11] } 15... Nd7
{ [%clk 0:02:49] } 16. Re4 { [%clk 0:02:08] } 16... f6 { [%clk 0:02:37] } 17.
Rxe6 { [%clk 0:02:01] } 17... Rae8 { [%clk 0:02:34] } 18. Rfe1
{ [%clk 0:01:51] } 18... Rxe6 { [%clk 0:02:34] } 19. Rxe6 { [%clk 0:01:51] }
19... Nc5 { [%clk 0:02:24] } 20. Re7 { [%clk 0:01:40] } 20... Na4
{ [%clk 0:02:19] } 21. Rxb7 { [%clk 0:01:15] } 21... Nxc3 { [%clk 0:02:19] }
22. bxc3 { [%clk 0:01:16] } 22... Qc1+ { [%clk 0:02:19] } 23. Kf2
{ [%clk 0:01:12] } 23... Qxc3 { [%clk 0:02:19] } 24. Kg3 { [%clk 0:01:09] }
24... Qe1+ { [%clk 0:02:12] } 25. Kh3 { [%clk 0:01:07] } 25... Qe6+
{ [%clk 0:02:11] } 26. g4 { [%clk 0:01:05] } 26... Qxa2 { [%clk 0:02:08] } 27.
Qxc6 { [%clk 0:01:02] } 27... a5 { [%clk 0:02:01] } 28. Qc7 { [%clk 0:00:59] }
28... Qf7 { [%clk 0:01:57] } 29. Qc6 { [%clk 0:00:55] } 29... Qg6
{ [%clk 0:01:45] } 30. Qe6+ { [%clk 0:00:49] } 30... Kh8 { [%clk 0:01:44] } 31.
Qd5 { [%clk 0:00:48] } 31... a4 { [%clk 0:01:39] } 32. Rd7 { [%clk 0:00:34] }
32... Re8 { [%clk 0:01:36] } 33. Rd8 { [%clk 0:00:31] } 33... h6
{ [%clk 0:01:34] } 34. Qd7 { [%clk 0:00:28] } 34... Kh7 { [%clk 0:01:23] } 35.
Rxe8 { [%clk 0:00:28] } 35... a3 { [%clk 0:01:22] } 36. Ra8 { [%clk 0:00:24] }
36... Qg5 { [%clk 0:01:22] } 37. Rxa3 { [%clk 0:00:11] } 37... Qe3+
{ [%clk 0:01:19] } 38. Kg2 { [%clk 0:00:10] } 38... Qd2+ { [%clk 0:01:14] } 39.
Kf3 { [%clk 0:00:11] } 39... Qd1+ { [%clk 0:01:07] } 40. Ke4 { [%clk 0:00:11] }
40... Qe1+ { [%clk 0:00:59] } 41. Kd5 { [%clk 0:00:11] } 41... Qe5+
{ [%clk 0:00:58] } 42. Kc6 { [%clk 0:00:10] } 42... Qxh2 { [%clk 0:00:49] } 43.
Qf5+ { [%clk 0:00:10] } 43... g6 { [%clk 0:00:46] } 44. Ra7+ { [%clk 0:00:10] }
44... Kh8 { [%clk 0:00:47] } 45. Qc8# { [%clk 0:00:09] } 1-0"
Rated Blitz game,https://lichess.org/NHTbLXDv,2024.08.01,-,sneeringatom989,jkrathod,0-1,2024.08.01,03:58:47,1179,1191,,,C20,King's Pawn Game: Leonardis Variation,180+2,Normal,"1. e4 { [%clk 0:03:00] } 1... e5 { [%clk 0:03:00] } 2. d3 { [%clk 0:03:00] }
2... Bc5 { [%clk 0:02:58] } 3. Nc3 { [%clk 0:03:02] } 3... d6
{ [%clk 0:02:59] } 4. Nf3 { [%clk 0:03:03] } 4... Bg4 { [%clk 0:02:59] } 5. Be2
{ [%clk 0:03:04] } 5... Bxf3 { [%clk 0:02:56] } 6. Bxf3 { [%clk 0:03:06] } 6...
Nc6 { [%clk 0:02:56] } 7. O-O { [%clk 0:03:05] } 7... Nf6 { [%clk 0:02:54] } 8.
Bg5 { [%clk 0:03:06] } 8... h6 { [%clk 0:02:54] } 9. Bxf6 { [%clk 0:03:07] }
9... Qxf6 { [%clk 0:02:54] } 10. Nd5 { [%clk 0:03:08] } 10... Qd8
{ [%clk 0:02:48] } 11. Bg4 { [%clk 0:03:07] } 11... O-O { [%clk 0:02:46] } 12.
c3 { [%clk 0:03:05] } 12... Ne7 { [%clk 0:02:30] } 13. Nxe7+ { [%clk 0:03:00] }
13... Qxe7 { [%clk 0:02:31] } 14. a4 { [%clk 0:03:00] } 14... a5
{ [%clk 0:02:28] } 15. Kh1 { [%clk 0:02:50] } 15... Qg5 { [%clk 0:02:21] } 16.
d4 { [%clk 0:02:27] } 16... Bb6 { [%clk 0:02:13] } 17. Qc1 { [%clk 0:02:14] }
17... Qxg4 { [%clk 0:02:02] } 0-1"
Rated Blitz game,https://lichess.org/iNy2XlyL,2024.08.01,-,Dedafe,vicvint,0-1,2024.08.01,03:58:47,2175,2259,,,C70,"Ruy Lopez: Morphy Defense, Fianchetto Defense Deferred",180+2,Time forfeit,"1. e4 { [%clk 0:03:00] } 1... e5 { [%clk 0:03:00] } 2. Nf3 { [%clk 0:03:01] }
2... Nc6 { [%clk 0:03:01] } 3. Bb5 { [%clk 0:03:01] } 3... a6
{ [%clk 0:03:01] } 4. Ba4 { [%clk 0:03:03] } 4... g6 { [%clk 0:02:59] } 5. O-O
{ [%clk 0:03:01] } 5... Bg7 { [%clk 0:03:00] } 6. c3 { [%clk 0:03:02] } 6...
Nge7 { [%clk 0:02:55] } 7. d4 { [%clk 0:03:02] } 7... b5 { [%clk 0:02:53] } 8.
Bb3 { [%clk 0:03:00] } 8... O-O { [%clk 0:02:48] } 9. dxe5 { [%clk 0:02:44] }
9... Nxe5 { [%clk 0:02:46] } 10. Nxe5 { [%clk 0:02:44] } 10... Bxe5
{ [%clk 0:02:47] } 11. f4 { [%clk 0:02:45] } 11... Bg7 { [%clk 0:02:48] } 12.
Be3 { [%clk 0:02:42] } 12... Bb7 { [%clk 0:02:34] } 13. Nd2 { [%clk 0:02:33] }
13... d5 { [%clk 0:02:24] } 14. f5 { [%clk 0:02:24] } 14... d4
{ [%clk 0:01:44] } 15. cxd4 { [%clk 0:02:01] } 15... Bxd4 { [%clk 0:01:43] }
16. Qe2 { [%clk 0:01:58] } 16... Qd6 { [%clk 0:01:29] } 17. Rad1
{ [%clk 0:01:12] } 17... Rad8 { [%clk 0:01:09] } 18. Bxd4 { [%clk 0:01:05] }
18... Qxd4+ { [%clk 0:01:07] } 19. Kh1 { [%clk 0:01:06] } 19... gxf5
{ [%clk 0:00:48] } 20. exf5 { [%clk 0:01:02] } 20... Nd5 { [%clk 0:00:32] } 21.
Ne4 { [%clk 0:00:49] } 21... Qe5 { [%clk 0:00:19] } 22. f6 { [%clk 0:00:18] }
22... Kh8 { [%clk 0:00:16] } 23. Nc5 { [%clk 0:00:09] } 23... Qxe2
{ [%clk 0:00:15] } 24. Nxb7 { [%clk 0:00:08] } 24... Ne3 { [%clk 0:00:13] } 0-1"
