Event,Site,Date,Round,White,Black,Result,UTCDate,UTCTime,WhiteElo,BlackElo,WhiteRatingDiff,BlackRatingDiff,ECO,Opening,TimeControl,Termination,Moves
Rated Blitz game,https://lichess.org/wIr7AZIx,2024.08.02,-,qsaco,ismailevliyaoglu,0-1,2024.08.02,00:23:48,1914.0,1886.0,,,C33,"King's Gambit Accepted: Bishop's Gambit, First Jaenisch Variation",180+2,Normal,"1. e4 { [%clk 0:03:00] } 1... e5 { [%clk 0:03:00] } 2. f4 { [%clk 0:03:01] }
2... exf4 { [%clk 0:03:00] } 3. Bc4 { [%clk 0:03:02] } 3... Qh4+
{ [%clk 0:02:53] } 4. Kf1 { [%clk 0:03:03] } 4... Nf6 { [%clk 0:02:40] } 5. Nf3
{ [%clk 0:02:58] } 5... Qh5 { [%clk 0:02:36] } 6. Nc3 { [%clk 0:02:57] } 6...
Nc6 { [%clk 0:02:28] } 7. d4 { [%clk 0:02:57] } 7... d5 { [%clk 0:02:22] } 8.
Bxd5 { [%clk 0:02:47] } 8... Nxd5 { [%clk 0:02:16] } 9. Nxd5 { [%clk 0:02:49] }
9... Kd8 { [%clk 0:01:35] } 10. Bxf4 { [%clk 0:02:48] } 10... Bd6
{ [%clk 0:01:26] } 11. e5 { [%clk 0:02:35] } 11... Be7 { [%clk 0:01:15] } 12.
Qe1 { [%clk 0:02:26] } 12... Be6 { [%clk 0:01:10] } 13. Nxe7 { [%clk 0:02:15] }
13... Nxe7 { [%clk 0:01:05] } 14. Qc3 { [%clk 0:02:07] } 14... c6
{ [%clk 0:00:50] } 15. Qd2 { [%clk 0:02:04] } 15... Nd5 { [%clk 0:00:48] } 16.
g3 { [%clk 0:02:01] } 16... Qxf3+ { [%clk 0:00:41] } 17. Ke1 { [%clk 0:02:02] }
0-1"
Rated Blitz game,https://lichess.org/xDwRVT7n,2024.08.02,-,awolf19911991,Mairureaung,0-1,2024.08.02,00:23:48,1819.0,1826.0,,,B10,Caro-Kann Defense: Hillbilly Attack,180+2,Normal,"1. e4 { [%clk 0:03:00] } 1... c6 { [%clk 0:03:00] } 2. Bc4 { [%clk 0:02:58] }
2... d5 { [%clk 0:03:01] } 3. exd5 { [%clk 0:02:57] } 3... cxd5
{ [%clk 0:03:01] } 4. Bb5+ { [%clk 0:02:58] } 4... Nc6 { [%clk 0:03:01] } 5.
Nf3 { [%clk 0:02:58] } 5... Bg4 { [%clk 0:02:59] } 6. h3 { [%clk 0:02:55] }
6... Bxf3 { [%clk 0:03:00] } 7. Qxf3 { [%clk 0:02:55] } 7... Nf6
{ [%clk 0:03:00] } 8. d4 { [%clk 0:02:52] } 8... e6 { [%clk 0:02:59] } 9. Bg5
{ [%clk 0:02:51] } 9... Bd6 { [%clk 0:02:59] } 10. Nd2 { [%clk 0:02:45] } 10...
O-O { [%clk 0:02:58] } 11. c3 { [%clk 0:02:31] } 11... Re8 { [%clk 0:02:59] }
12. O-O { [%clk 0:02:25] } 12... e5 { [%clk 0:02:56] } 13. Rae1
{ [%clk 0:02:17] } 13... e4 { [%clk 0:02:56] } 14. Qd1 { [%clk 0:02:06] } 14...
a6 { [%clk 0:02:54] } 15. Ba4 { [%clk 0:02:04] } 15... h6 { [%clk 0:02:55] }
16. Bh4 { [%clk 0:02:03] } 16... b5 { [%clk 0:02:11] } 17. Bc2
{ [%clk 0:02:02] } 17... g5 { [%clk 0:01:58] } 18. Bg3 { [%clk 0:02:01] } 18...
Bxg3 { [%clk 0:01:59] } 19. fxg3 { [%clk 0:02:01] } 19... Qd6
{ [%clk 0:02:00] } 20. Re3 { [%clk 0:02:00] } 20... Rab8 { [%clk 0:01:20] } 21.
a3 { [%clk 0:01:57] } 21... a5 { [%clk 0:01:19] } 22. b4 { [%clk 0:01:57] }
22... Ra8 { [%clk 0:01:11] } 23. Rf2 { [%clk 0:01:54] } 23... axb4
{ [%clk 0:01:09] } 24. axb4 { [%clk 0:01:54] } 24... Ra3 { [%clk 0:01:04] } 25.
Qf1 { [%clk 0:01:41] } 25... Re6 { [%clk 0:01:03] } 26. Nb1 { [%clk 0:01:34] }
26... Ra1 { [%clk 0:00:59] } 27. Qxb5 { [%clk 0:01:31] } 27... Ne7
{ [%clk 0:00:52] } 28. Kh2 { [%clk 0:01:26] } 28... Kg7 { [%clk 0:00:52] } 29.
Nd2 { [%clk 0:01:22] } 29... Qa6 { [%clk 0:00:50] } 30. Qc5 { [%clk 0:00:59] }
30... Rf1 { [%clk 0:00:44] } 31. Rxf1 { [%clk 0:00:55] } 31... Ng6
{ [%clk 0:00:34] } 32. b5 { [%clk 0:00:37] } 32... Qa5 { [%clk 0:00:31] } 33.
Qb4 { [%clk 0:00:36] } 33... Qxb4 { [%clk 0:00:29] } 34. cxb4
{ [%clk 0:00:37] } 34... Rb6 { [%clk 0:00:28] } 35. Ba4 { [%clk 0:00:34] }
35... Ne8 { [%clk 0:00:28] } 36. Nb1 { [%clk 0:00:28] } 36... Nd6
{ [%clk 0:00:28] } 37. Nc3 { [%clk 0:00:28] } 37... Ne7 { [%clk 0:00:27] } 38.
h4 { [%clk 0:00:17] } 38... f5 { [%clk 0:00:27] } 39. hxg5 { [%clk 0:00:17] }
39... hxg5 { [%clk 0:00:28] } 40. Kh3 { [%clk 0:00:18] } 40... Kf6
{ [%clk 0:00:25] } 41. g4 { [%clk 0:00:18] } 41... f4 { [%clk 0:00:25] } 42.
Ree1 { [%clk 0:00:14] } 42... Rb8 { [%clk 0:00:26] } 43. Rf2 { [%clk 0:00:07] }
43... Rh8# { [%clk 0:00:24] } 0-1"
Rated Blitz game,https://lichess.org/JWoU8XnG,2024.08.02,-,pavo767,Coulson72,0-1,2024.08.02,00:23:48,1523.0,1571.0,,,B21,Sicilian Defense: Smith-Morra Gambit,180+2,Normal,"1. e4 { [%eval 0.15] [%clk 0:03:00] } 1... c5 { [%eval 0.25] [%clk 0:03:00] }
2. d4 { [%eval 0.09] [%clk 0:02:53] } 2... cxd4 { [%eval 0.09] [%clk 0:03:01] }
3. Qxd4 { [%eval 0.0] [%clk 0:02:55] } 3... Nc6 { [%eval 0.0] [%clk 0:03:01] }
4. Qd2 { [%eval 0.0] [%clk 0:02:57] } 4... Nf6 { [%eval -0.07] [%clk 0:03:01] }
5. Nc3 { [%eval 0.0] [%clk 0:02:59] } 5... g6 { [%eval 0.03] [%clk 0:03:02] }
6. b3 { [%eval -0.28] [%clk 0:03:00] } 6... Bg7
{ [%eval -0.26] [%clk 0:03:03] } 7. Bb2 $2 { [%eval -1.91] [%clk 0:03:01] }
7... O-O $2 { [%eval 0.22] [%clk 0:03:03] } 8. O-O-O
{ [%eval 0.33] [%clk 0:03:02] } 8... Qa5 { [%eval 0.27] [%clk 0:02:37] } 9. Kb1
{ [%eval 0.0] [%clk 0:03:03] } 9... Nb4 $2 { [%eval 1.51] [%clk 0:02:32] } 10.
h4 $4 { [%eval -6.19] [%clk 0:02:58] } 10... Nxe4
{ [%eval -6.19] [%clk 0:02:28] } 11. Nxe4 $4 { [%eval #-2] [%clk 0:02:50] }
11... Qxa2+ { [%eval #-1] [%clk 0:02:29] } 12. Kc1
{ [%eval #-1] [%clk 0:02:51] } 12... Qxb2# { [%clk 0:02:28] } 0-1"
Rated Blitz game,https://lichess.org/agPWlK7z,2024.08.02,-,Googl1k,HMARTINEZ13,1-0,2024.08.02,00:23:48,1847.0,1838.0,,,C41,Philidor Defense,180+2,Normal,"1. e4 { [%eval 0.15] [%clk 0:03:00] } 1... e5 { [%eval 0.21] [%clk 0:03:00] }
2. Nf3 { [%eval 0.11] [%clk 0:03:01] } 2... d6 { [%eval 0.53] [%clk 0:03:01] }
3. Bc4 { [%eval 0.27] [%clk 0:03:02] } 3... Be7 { [%eval 0.37] [%clk 0:03:02] }
4. d4 { [%eval 0.25] [%clk 0:03:01] } 4... Nc6 { [%eval 0.5] [%clk 0:03:03] }
5. O-O { [%eval 0.38] [%clk 0:03:00] } 5... Nf6 { [%eval 0.39] [%clk 0:03:03] }
6. Re1 { [%eval 0.32] [%clk 0:02:52] } 6... O-O { [%eval 0.42] [%clk 0:03:03] }
7. Nc3 { [%eval -0.04] [%clk 0:02:43] } 7... Bg4 { [%eval 0.0] [%clk 0:03:03] }
8. dxe5 { [%eval -0.1] [%clk 0:02:22] } 8... Bxf3
{ [%eval 0.17] [%clk 0:02:59] } 9. Qxf3 { [%eval 0.18] [%clk 0:02:21] } 9...
Nxe5 { [%eval 0.14] [%clk 0:03:01] } 10. Qe2 { [%eval 0.12] [%clk 0:02:21] }
10... Nxc4 { [%eval 0.1] [%clk 0:03:01] } 11. Qxc4
{ [%eval 0.15] [%clk 0:02:22] } 11... Qc8 { [%eval 0.32] [%clk 0:02:59] } 12.
Bg5 { [%eval 0.19] [%clk 0:02:19] } 12... h6 { [%eval 0.23] [%clk 0:02:57] }
13. Bxf6 { [%eval 0.18] [%clk 0:02:20] } 13... Bxf6
{ [%eval 0.17] [%clk 0:02:58] } 14. Nd5 { [%eval 0.12] [%clk 0:02:20] } 14...
Bxb2 $4 { [%eval 4.75] [%clk 0:02:59] } 15. Rab1 $4
{ [%eval 0.76] [%clk 0:02:21] } 15... Ba3 $4 { [%eval 5.14] [%clk 0:02:51] }
16. Ne7+ { [%eval 5.11] [%clk 0:02:21] } 16... Kh7
{ [%eval 5.09] [%clk 0:02:44] } 17. Nxc8 { [%eval 5.06] [%clk 0:02:21] } 17...
Raxc8 { [%eval 5.09] [%clk 0:02:45] } 18. e5 { [%eval 4.83] [%clk 0:02:12] }
18... b6 { [%eval 5.92] [%clk 0:02:42] } 19. Qd3+
{ [%eval 5.79] [%clk 0:02:10] } 19... f5 { [%eval 6.88] [%clk 0:02:34] } 20.
Qxa3 { [%eval 6.04] [%clk 0:02:11] } 1-0"
Rated Blitz game,https://lichess.org/7uLV5ig9,2024.08.02,-,oscarito1913,ChessTrator,0-1,2024.08.02,00:23:48,2070.0,1972.0,,,D37,"Queen's Gambit Declined: Harrwitz Attack, Fianchetto Defense",180+2,Normal,"1. d4 { [%clk 0:03:00] } 1... d5 { [%clk 0:03:00] } 2. c4 { [%clk 0:03:00] }
2... e6 { [%clk 0:02:58] } 3. Bf4 { [%clk 0:03:01] } 3... Be7
{ [%clk 0:02:51] } 4. Nf3 { [%clk 0:03:02] } 4... Nf6 { [%clk 0:02:52] } 5. e3
{ [%clk 0:03:03] } 5... O-O { [%clk 0:02:50] } 6. Nc3 { [%clk 0:03:04] } 6...
b6 { [%clk 0:02:46] } 7. Be2 { [%clk 0:03:02] } 7... dxc4 { [%clk 0:02:43] } 8.
Bxc4 { [%clk 0:03:02] } 8... Bb7 { [%clk 0:02:44] } 9. O-O { [%clk 0:03:03] }
9... Nbd7 { [%clk 0:02:45] } 10. a3 { [%clk 0:03:02] } 10... c5
{ [%clk 0:02:44] } 11. Rc1 { [%clk 0:03:01] } 11... cxd4 { [%clk 0:02:33] } 12.
exd4 { [%clk 0:03:00] } 12... Rc8 { [%clk 0:02:30] } 13. Bd3 { [%clk 0:03:00] }
13... Re8 { [%clk 0:02:22] } 14. Re1 { [%clk 0:03:00] } 14... Nf8
{ [%clk 0:02:19] } 15. Bb1 { [%clk 0:02:59] } 15... Ng6 { [%clk 0:02:20] } 16.
Bg3 { [%clk 0:02:59] } 16... Nd5 { [%clk 0:02:11] } 17. Ne5 { [%clk 0:02:55] }
17... Bh4 { [%clk 0:01:41] } 18. Nxg6 { [%clk 0:02:55] } 18... Bxg3
{ [%clk 0:01:33] } 19. Ne7+ { [%clk 0:02:39] } 19... Qxe7 { [%clk 0:01:17] }
20. hxg3 { [%clk 0:02:39] } 20... Qg5 { [%clk 0:01:15] } 21. Qd3
{ [%clk 0:02:35] } 21... g6 { [%clk 0:01:06] } 22. Ne4 { [%clk 0:02:35] } 22...
Qf5 { [%clk 0:01:01] } 23. Nd6 { [%clk 0:02:33] } 23... Qxd3 { [%clk 0:00:58] }
24. Rxc8 { [%clk 0:02:21] } 24... Rxc8 { [%clk 0:00:49] } 25. Bxd3
{ [%clk 0:02:19] } 25... Rc7 { [%clk 0:00:50] } 26. Nxb7 { [%clk 0:02:18] }
26... Rxb7 { [%clk 0:00:50] } 27. Rc1 { [%clk 0:02:19] } 27... Rc7
{ [%clk 0:00:52] } 28. Rxc7 { [%clk 0:02:14] } 28... Nxc7 { [%clk 0:00:54] }
29. Be4 { [%clk 0:02:11] } 29... Kf8 { [%clk 0:00:52] } 30. Kf1
{ [%clk 0:02:12] } 30... Ke7 { [%clk 0:00:53] } 31. f4 { [%clk 0:02:13] } 31...
Kd6 { [%clk 0:00:47] } 32. Ke2 { [%clk 0:02:13] } 32... Nd5 { [%clk 0:00:40] }
33. Kd3 { [%clk 0:02:12] } 33... a5 { [%clk 0:00:28] } 34. b3
{ [%clk 0:02:11] } 34... h6 { [%clk 0:00:24] } 35. Bf3 { [%clk 0:02:11] } 35...
f5 { [%clk 0:00:19] } 36. Kc4 { [%clk 0:02:07] } 36... Kc6 { [%clk 0:00:07] }
37. Bxd5+ { [%clk 0:02:01] } 37... exd5+ { [%clk 0:00:08] } 38. Kc3
{ [%clk 0:01:57] } 38... Kd6 { [%clk 0:00:03] } 39. Kd3 { [%clk 0:01:56] }
39... h5 { [%clk 0:00:03] } 40. Ke3 { [%clk 0:01:56] } 40... Kc6
{ [%clk 0:00:02] } 41. Kf3 { [%clk 0:01:55] } 41... Kb5 { [%clk 0:00:03] } 42.
Ke3 { [%clk 0:01:51] } 42... a4 { [%clk 0:00:05] } 43. b4 { [%clk 0:01:47] }
43... Kc4 { [%clk 0:00:06] } 44. g4 { [%clk 0:01:44] } 44... hxg4
{ [%clk 0:00:06] } 45. g3 { [%clk 0:01:43] } 45... Kb3 { [%clk 0:00:07] } 46.
Kd3 { [%clk 0:01:45] } 46... Kxa3 { [%clk 0:00:08] } 47. Kc3 { [%clk 0:01:46] }
47... b5 { [%clk 0:00:08] } 48. Kc2 { [%clk 0:01:44] } 0-1"
Rated Blitz game,https://lichess.org/0PnU3oh6,2024.08.02,-,AZTECA22,OmarOsama909,1-0,2024.08.02,00:23:48,953.0,1008.0,,,D07,"Queen's Gambit Declined: Chigorin Defense, Modern Gambit",180+2,Time forfeit,"1. d4 { [%clk 0:03:00] } 1... d5 { [%clk 0:03:00] } 2. Nf3 { [%clk 0:02:54] }
2... Nf6 { [%clk 0:03:01] } 3. c4 { [%clk 0:02:55] } 3... dxc4
{ [%clk 0:02:57] } 4. Nc3 { [%clk 0:02:51] } 4... Nc6 { [%clk 0:02:52] } 5. e4
{ [%clk 0:02:52] } 5... b6 { [%clk 0:02:44] } 6. Bxc4 { [%clk 0:02:50] } 6...
Bb7 { [%clk 0:02:44] } 7. O-O { [%clk 0:02:44] } 7... Qd7 { [%clk 0:02:38] } 8.
Re1 { [%clk 0:02:42] } 8... O-O-O { [%clk 0:02:38] } 9. d5 { [%clk 0:02:40] }
9... Na5 { [%clk 0:02:34] } 10. Bd3 { [%clk 0:02:36] } 10... e6
{ [%clk 0:02:23] } 11. b4 { [%clk 0:02:37] } 11... exd5 { [%clk 0:02:01] } 12.
bxa5 { [%clk 0:02:31] } 12... dxe4 { [%clk 0:02:02] } 13. Bxe4
{ [%clk 0:02:19] } 13... Nxe4 { [%clk 0:01:52] } 14. Qxd7+ { [%clk 0:02:19] }
14... Rxd7 { [%clk 0:01:52] } 15. Nxe4 { [%clk 0:02:19] } 15... Bb4
{ [%clk 0:01:43] } 16. Rf1 { [%clk 0:02:14] } 16... Bxe4 { [%clk 0:01:41] } 17.
axb6 { [%clk 0:02:13] } 17... axb6 { [%clk 0:01:36] } 18. Ne5
{ [%clk 0:02:12] } 18... Re7 { [%clk 0:01:29] } 19. f4 { [%clk 0:02:12] } 19...
f5 { [%clk 0:01:17] } 20. Bb2 { [%clk 0:02:10] } 20... g6 { [%clk 0:01:05] }
21. Rac1 { [%clk 0:02:01] } 21... Bd6 { [%clk 0:00:48] } 22. Nc6
{ [%clk 0:01:59] } 22... Bc5+ { [%clk 0:00:25] } 23. Kh1 { [%clk 0:01:54] }
23... Bxc6 { [%clk 0:00:17] } 24. Bxh8 { [%clk 0:01:54] } 24... Be3
{ [%clk 0:00:13] } 25. Rce1 { [%clk 0:01:40] } 25... h6 { [%clk 0:00:07] } 26.
Bd4 { [%clk 0:01:39] } 1-0"
Rated Blitz game,https://lichess.org/q9ZFXb9N,2024.08.02,-,vivolin,PiotrMad,1-0,2024.08.02,00:23:48,1861.0,1877.0,,,B00,Duras Gambit,180+2,Normal,"1. e4 { [%clk 0:03:00] } 1... f5 { [%clk 0:03:00] } 2. exf5 { [%clk 0:03:00] }
2... Kf7 { [%clk 0:03:00] } 3. Qh5+ { [%clk 0:02:59] } 3... g6
{ [%clk 0:03:02] } 4. fxg6+ { [%clk 0:03:01] } 4... hxg6 { [%clk 0:03:04] } 5.
Qxh8 { [%clk 0:02:59] } 1-0"
Rated Blitz game,https://lichess.org/PlMURvld,2024.08.02,-,nilgeiman,yesyespee,0-1,2024.08.02,00:23:48,1609.0,1634.0,,,D35,Queen's Gambit Declined: Normal Defense,180+2,Normal,"1. d4 { [%clk 0:03:00] } 1... Nf6 { [%clk 0:03:00] } 2. c4 { [%clk 0:03:01] }
2... e6 { [%clk 0:03:01] } 3. Nc3 { [%clk 0:03:02] } 3... d5 { [%clk 0:03:03] }
4. e3 { [%clk 0:03:03] } 4... b6 { [%clk 0:03:01] } 5. Nf3 { [%clk 0:03:04] }
5... Bb7 { [%clk 0:03:02] } 6. b3 { [%clk 0:03:05] } 6... Bb4
{ [%clk 0:03:01] } 7. Bb2 { [%clk 0:03:04] } 7... O-O { [%clk 0:03:02] } 8. Bd3
{ [%clk 0:02:55] } 8... dxc4 { [%clk 0:02:58] } 9. Bxc4 { [%clk 0:02:54] } 9...
Nd5 { [%clk 0:02:56] } 10. Qc2 { [%clk 0:02:28] } 10... Nxc3 { [%clk 0:02:54] }
11. Bxc3 { [%clk 0:02:29] } 11... Bxc3+ { [%clk 0:02:54] } 12. Qxc3
{ [%clk 0:02:31] } 12... Bxf3 { [%clk 0:02:54] } 13. gxf3 { [%clk 0:02:31] }
13... Qf6 { [%clk 0:02:49] } 14. Ke2 { [%clk 0:02:30] } 14... Nd7
{ [%clk 0:02:45] } 15. h4 { [%clk 0:02:23] } 15... c5 { [%clk 0:02:40] } 16.
Rad1 { [%clk 0:02:18] } 16... Rac8 { [%clk 0:02:31] } 17. Qd3
{ [%clk 0:02:13] } 17... cxd4 { [%clk 0:02:27] } 18. Qxd4 { [%clk 0:02:08] }
18... Ne5 { [%clk 0:02:09] } 19. f4 { [%clk 0:01:11] } 19... Nxc4
{ [%clk 0:02:00] } 20. Qxf6 { [%clk 0:01:11] } 20... gxf6 { [%clk 0:02:00] }
21. bxc4 { [%clk 0:01:09] } 21... Rxc4 { [%clk 0:02:01] } 22. Rd7
{ [%clk 0:01:09] } 22... Rc2+ { [%clk 0:02:01] } 23. Kf3 { [%clk 0:01:10] }
23... Rxa2 { [%clk 0:02:01] } 24. h5 { [%clk 0:01:07] } 24... h6
{ [%clk 0:02:01] } 25. Rg1+ { [%clk 0:01:06] } 25... Kh7 { [%clk 0:02:01] } 26.
Rc1 { [%clk 0:00:50] } 26... f5 { [%clk 0:01:48] } 27. Rcc7 { [%clk 0:00:46] }
27... Kg7 { [%clk 0:01:49] } 28. Rxa7 { [%clk 0:00:46] } 28... Rxa7
{ [%clk 0:01:49] } 29. Rxa7 { [%clk 0:00:48] } 29... Rb8 { [%clk 0:01:50] } 30.
Ke2 { [%clk 0:00:45] } 30... b5 { [%clk 0:01:49] } 31. Kd3 { [%clk 0:00:45] }
31... b4 { [%clk 0:01:50] } 32. Ra1 { [%clk 0:00:43] } 32... Kf6
{ [%clk 0:01:50] } 33. Rb1 { [%clk 0:00:43] } 33... e5 { [%clk 0:01:51] } 34.
Kc4 { [%clk 0:00:37] } 34... exf4 { [%clk 0:01:40] } 35. exf4
{ [%clk 0:00:37] } 35... Ke6 { [%clk 0:01:41] } 36. Rxb4 { [%clk 0:00:34] }
36... Rxb4+ { [%clk 0:01:41] } 37. Kxb4 { [%clk 0:00:35] } 37... Kd5
{ [%clk 0:01:43] } 38. Kc3 { [%clk 0:00:36] } 38... Ke4 { [%clk 0:01:45] } 39.
Kd2 { [%clk 0:00:37] } 39... Kxf4 { [%clk 0:01:45] } 40. Ke2 { [%clk 0:00:38] }
40... Kg5 { [%clk 0:01:46] } 41. Kf3 { [%clk 0:00:40] } 41... f6
{ [%clk 0:01:44] } 42. Kg3 { [%clk 0:00:38] } 42... Kxh5 { [%clk 0:01:44] } 43.
Kf4 { [%clk 0:00:39] } 43... Kg6 { [%clk 0:01:45] } 44. f3 { [%clk 0:00:40] }
44... h5 { [%clk 0:01:46] } 45. Kg3 { [%clk 0:00:41] } 0-1"
Rated Blitz game,https://lichess.org/WlVmsuWc,2024.08.02,-,vicio,mohamed_2278,0-1,2024.08.02,00:23:48,1813.0,1796.0,,,C02,"French Defense: Advance Variation, Paulsen Attack",180+2,Time forfeit,"1. e4 { [%clk 0:03:00] } 1... e6 { [%clk 0:03:00] } 2. d4 { [%clk 0:03:01] }
2... d5 { [%clk 0:03:01] } 3. e5 { [%clk 0:03:01] } 3... c5 { [%clk 0:03:02] }
4. c3 { [%clk 0:03:03] } 4... Nc6 { [%clk 0:03:03] } 5. Nf3 { [%clk 0:03:05] }
5... Nge7 { [%clk 0:03:05] } 6. dxc5 { [%clk 0:03:04] } 6... Ng6
{ [%clk 0:03:05] } 7. b4 { [%clk 0:03:04] } 7... Ncxe5 { [%clk 0:03:03] } 8.
Nxe5 { [%clk 0:03:05] } 8... Nxe5 { [%clk 0:03:04] } 9. Be2 { [%clk 0:03:02] }
9... Bd7 { [%clk 0:03:05] } 10. O-O { [%clk 0:02:58] } 10... Be7
{ [%clk 0:03:04] } 11. Nd2 { [%clk 0:02:58] } 11... O-O { [%clk 0:03:05] } 12.
f4 { [%clk 0:02:45] } 12... Nc6 { [%clk 0:03:04] } 13. Bd3 { [%clk 0:02:36] }
13... b6 { [%clk 0:02:40] } 14. cxb6 { [%clk 0:02:36] } 14... axb6
{ [%clk 0:02:36] } 15. Bb2 { [%clk 0:02:36] } 15... Rc8 { [%clk 0:02:28] } 16.
a3 { [%clk 0:02:34] } 16... Bf6 { [%clk 0:02:28] } 17. Nf3 { [%clk 0:02:29] }
17... Ne7 { [%clk 0:02:27] } 18. Ne5 { [%clk 0:02:27] } 18... Qc7
{ [%clk 0:02:16] } 19. Rc1 { [%clk 0:02:25] } 19... Qa7 { [%clk 0:02:13] } 20.
g4 { [%clk 0:01:12] } 20... Ng6 { [%clk 0:02:09] } 21. g5 { [%clk 0:01:11] }
21... Bxe5 { [%clk 0:02:07] } 22. fxe5 { [%clk 0:01:12] } 22... Nxe5
{ [%clk 0:02:08] } 23. Bb1 { [%clk 0:01:09] } 23... Nc4 { [%clk 0:02:06] } 24.
Ba1 { [%clk 0:01:09] } 24... Qxa3 { [%clk 0:01:59] } 25. Qd3 { [%clk 0:00:49] }
25... g6 { [%clk 0:01:54] } 26. Bc2 { [%clk 0:00:36] } 26... Qa7
{ [%clk 0:01:30] } 27. Kh1 { [%clk 0:00:30] } 27... Qc7 { [%clk 0:01:18] } 28.
Rf3 { [%clk 0:00:25] } 28... Bc6 { [%clk 0:01:16] } 29. Rh3 { [%clk 0:00:23] }
29... Qf4 { [%clk 0:01:09] } 30. Rf1 { [%clk 0:00:22] } 30... Qxg5
{ [%clk 0:00:53] } 31. Rg3 { [%clk 0:00:16] } 31... Qe5 { [%clk 0:00:46] } 0-1"
Rated Blitz game,https://lichess.org/1laU0tYk,2024.08.02,-,waleid_amin2000,sergioa_setien,1-0,2024.08.02,00:23:48,1902.0,1909.0,,,B50,Sicilian Defense: Modern Variations,180+2,Normal,"1. e4 { [%clk 0:03:00] } 1... c5 { [%clk 0:03:00] } 2. Nf3 { [%clk 0:03:00] }
2... d6 { [%clk 0:03:00] } 3. Bc4 { [%clk 0:03:01] } 3... e6 { [%clk 0:02:56] }
4. c3 { [%clk 0:02:58] } 4... Nf6 { [%clk 0:02:53] } 5. e5 { [%clk 0:02:57] }
5... dxe5 { [%clk 0:02:54] } 6. Nxe5 { [%clk 0:02:58] } 6... Nbd7
{ [%clk 0:02:55] } 7. Nf3 { [%clk 0:02:54] } 7... Qc7 { [%clk 0:02:53] } 8. O-O
{ [%clk 0:02:53] } 8... Be7 { [%clk 0:02:54] } 9. d3 { [%clk 0:02:50] } 9...
O-O { [%clk 0:02:54] } 10. Bg5 { [%clk 0:02:50] } 10... b6 { [%clk 0:02:55] }
11. Nbd2 { [%clk 0:02:48] } 11... Bb7 { [%clk 0:02:55] } 12. Re1
{ [%clk 0:02:46] } 12... Rfe8 { [%clk 0:02:55] } 13. Qe2 { [%clk 0:02:43] }
13... a6 { [%clk 0:02:54] } 14. a4 { [%clk 0:02:41] } 14... Bc6
{ [%clk 0:02:33] } 15. Bh4 { [%clk 0:02:35] } 15... Bd6 { [%clk 0:02:29] } 16.
Bg3 { [%clk 0:02:32] } 16... Bxg3 { [%clk 0:02:29] } 17. hxg3
{ [%clk 0:02:33] } 17... Bb5 { [%clk 0:02:31] } 18. axb5 { [%clk 0:02:30] } 1-0"
